Acetanaerobacterium,Acidaminococcus,Actinomyces,Akkermansia,Alistipes,Allisonella,Anaerofilum,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Bacteroides,Barnesiella,Bifidobacterium,Blautia,Butyricicoccus,Butyricimonas,Catenibacterium,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Desulfovibrio,Dialister,Dorea,Eggerthella,Enterobacter,Erysipelotrichaceae_incertae_sedis,Escherichia/Shigella,Eubacterium,Faecalibacterium,Flavonifractor,Gemmiger,Gordonibacter,Haemophilus,Hespellia,Holdemania,Howardella,Lachnobacterium,Lachnospira,Lachnospiracea_incertae_sedis,Lactobacillus,Lactococcus,Megasphaera,Methanobrevibacter,Mogibacterium,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Parasutterella,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudoflavonifractor,Roseburia,Ruminococcus,Ruminococcus2,Sporobacter,Streptococcus,Subdoligranulum,Sutterella,Turicibacter,Veillonella,Victivallis,true_label
0.016361930488975773,0.0,-0.004330867518493653,-0.011230805575242142,0.0059119629762718895,0.0011049935729309235,0.01135995394242556,0.0009975341851602981,0.0,5.551115123125783e-17,0.010233271390081844,-0.0015355417529330784,0.0009975341851602981,-0.003333333333333355,-0.005717654503821945,0.011797791580400285,0.020000000000000073,0.0155068736733312,-0.014211232027637466,-0.0015355417529330784,-0.004635603696184487,-0.006666666666666654,0.0,0.019108734232220814,-0.0014277977788415552,-0.0030710835058661012,-0.014737714277616387,0.0033333333333332438,0.004162569165958696,0.002335799148173001,-0.006193632136440919,-0.023520204400918843,0.02849343668445231,0.005725111598797072,-0.014868875086266387,5.551115123125783e-17,-0.004962201576418468,-0.00030437752819834074,-0.0054572632151107525,-0.014133590728573342,-0.00316632051502147,-0.003333333333333355,-0.024133590728573406,0.0,-0.03654901373308239,-0.0031317486555098584,0.002746803743245041,-0.004564138908575377,-0.009461164386214582,-0.02435587133410111,0.002102527758091166,-0.006666666666666654,0.0,-0.0399913206318408,0.0,5.551115123125783e-17,0.0,0.007779845419454867,-0.003015707475140239,-0.010000000000000009,0.011993478723683226,0.013568513725881526,0.0015355417529330229,0.0,-0.038102151429819375,-0.0781169301952927,0.001797791580400332,-0.013595583160800562,-0.003333333333333355,-0.013372304481897801,0.0,0
-5.551115123125783e-17,-0.013828854550882452,-0.006508826717824545,-0.009064295977011583,-0.002206937636716255,-0.002600485239929007,0.004114130772199964,-0.002766347328175267,-0.0249956782859852,-0.012166509598230735,0.026971002113611475,0.0015355417529329674,-5.551115123125783e-17,-5.551115123125783e-17,-0.0023357991481730567,0.02124032405625409,-5.551115123125783e-17,-0.004409348468878915,0.006928916494133852,-0.03772953253886663,-0.016654180710458766,0.006128659098893818,-0.006874387081059308,-5.551115123125783e-17,-0.028464458247067004,-0.0033333333333334103,-0.01496285732042163,0.013935322741245537,0.0031029132740220677,-5.551115123125783e-17,-0.010538007567772845,-0.022576646851954152,0.041607076774889895,-0.023896891876795445,0.01886116814221006,0.01210252775809112,-5.551115123125783e-17,-0.0036463223713648074,-5.417139690161443e-05,-0.001797791580400332,-0.00666666666666671,-5.551115123125783e-17,-0.015406682881057121,0.0042690373563218365,-0.009002465814839822,0.010763542593092978,0.008202208419599621,0.0,-0.007897472241908954,-0.007292915743103645,0.011647467889855434,0.009400162270055357,-0.01723365267182486,0.005973868659197301,-0.004868875086266378,0.0015355417529330229,-0.018805473611240353,0.026765617028127242,0.0033333333333332438,0.0006367330933743642,-5.551115123125783e-17,-0.05749032855428887,-0.010800257395240098,0.007897472241908676,-0.001473711590761373,-0.011162271746729846,0.0033333333333332993,-0.005131124913733687,0.001797791580400221,0.00010221425946338458,-0.0009357040229885927,0
0.0033333333333332993,0.03423790724096876,0.04277521439466031,-0.014283298363358954,-0.035036180781273685,0.02692891649413398,0.0017977915804002764,0.0012117463496148506,0.007434802749145986,0.015462737890809652,0.0013022703628512433,-0.007800638676982885,-0.009002465814839766,-0.011768813143014922,-0.007664200851827063,-0.022944200586120678,-0.0017977915804002764,-0.0017977915804003874,-0.0012308055752422442,-0.0024712457759216155,0.0,-0.0025365033997893915,0.0,-0.013102913274022243,0.020220785433873956,0.007897472241908843,0.007172107095973823,0.002102527758091055,-0.004848060831903478,-0.005131124913733687,0.0,0.020234262587489393,0.038130743631990704,0.0,-0.001435295653388291,-0.01333333333333342,-0.013438682146755698,0.002102527758091166,-0.015964234033760016,0.0,-0.011690332192629715,0.0,0.0,0.0015355417529330229,-0.0015355417529331339,0.015375845904915586,0.017635222414441598,0.03147542413469928,0.0033333333333334103,0.014521350726015014,-0.00666666666666671,0.0007387118193890041,0.0033333333333334103,-0.03821896208303699,0.0027809398046505507,0.006340528365289533,0.0033066887008794676,0.015876935925758118,0.0033333333333332993,-0.021464076965324153,0.03123080557524216,0.00734119824118884,-0.009180199019829915,-0.021797791580400405,0.00666666666666671,0.00023042005931117604,-0.006283622424617552,0.008726708074534129,0.0033333333333334103,-0.0015355417529331339,-0.0033333333333334103,1
0.0006324350570526271,0.0005669860051580877,-0.003333333333333466,0.026868108288592457,-0.009783263253706542,0.01069018979707348,-0.007725746427677926,-0.007466924061906743,-0.026989479217532863,-0.003333333333333466,0.013595583160800506,0.013649656041447022,-0.0018431292613946826,-0.005669132481506467,-0.00026224982746725356,-0.011945996903805323,0.0033333333333332438,6.183016217170545e-05,0.006531220038918095,-0.006210208943315421,0.0033333333333332438,-1.1102230246251565e-16,0.0005681013280179892,0.010411004595071882,-0.029802723210079873,0.0033333333333332438,0.02510164778130916,-0.009264715642307075,0.004072045152722414,0.017075812722982503,-0.005131124913733742,-1.1102230246251565e-16,-1.1102230246251565e-16,-5.551115123125783e-17,-1.1102230246251565e-16,-0.022175598651736128,0.005104055478814484,-0.010800257395240043,0.011797791580400174,-0.004207906846953102,0.0023357991481729456,-0.012031062970482287,-0.04815972206937624,-0.0025946215139443507,-1.1102230246251565e-16,-0.028462438624923425,-0.002335799148173112,0.015026808401338021,-1.1102230246251565e-16,-0.02391328762663547,0.01566913248150631,0.003645113540558298,-0.006928916494133963,0.015743571130731326,0.0006539106105910575,0.0033333333333332438,-0.00026224982746730907,-0.013333333333333475,0.009907039722475142,-0.009433013994841977,0.006549602483588102,0.0009490121628446535,0.003493875010483205,-0.016375613801993594,-0.006666666666666765,-0.05021360527430657,-0.0015355417529331339,-0.0059313823089737205,-1.1102230246251565e-16,-0.014081130415792675,-0.001797791580400332,1
-0.0033333333333334103,0.02475189721748383,0.02160340402724037,0.020520814901689777,0.00380979532525505,0.0,0.002299804548011486,-0.0039331710632778405,0.0,0.018054586457362798,-0.005669132481506356,0.0,0.02051449892381918,0.0028072205345214263,-0.02194762117396931,0.01362843488558707,0.0033333333333334103,0.0033333333333332993,0.01372151130753696,-0.005001885449726351,-0.006958056170903393,0.010000000000000009,-0.02457983645503825,0.010028978437385372,-0.002102527758091055,0.06446218615819854,0.010807974548302512,0.0004924944865991598,0.004193953678990003,-0.009999999999999898,0.009199742604760086,0.028072968955592414,0.0,-0.003746609310754656,0.0,-0.005131124913733687,0.0,-0.0033333333333334103,-0.014410845468331046,0.004072045152722414,0.011040020535383888,-0.018253493048850045,0.01336819678301715,-0.004392413094344461,-0.010406082282542362,0.03835315679728157,-0.01856849017314166,0.03864368485479264,0.010712742323145674,0.10671278380540072,-0.005669132481506356,-0.00720467423443949,0.0033333333333332993,0.005830583685024315,0.0,-0.00026224982746725356,-0.0026849213343465017,-0.011978751289322354,0.012019740640093812,0.0,-0.07717372717531723,0.0039331710632778405,0.01059943699919852,0.00380939459450913,0.004072045152722414,-0.01820220841959963,0.0019855498893083245,0.00666666666666671,0.0006413021235378569,-0.0005669860051581432,-0.008895006427068974,1
0.0,-0.004868875086266433,0.0612619960248727,0.0033333333333331883,-0.0033333333333334103,0.006666666666666599,0.0,0.006404416839199345,-0.004868875086266433,0.003638069511024189,-0.006478732957579059,-0.013900319338491451,0.0007387118193890041,0.0019741114144947725,-0.005869836733122691,0.022102527758091073,-0.0059851644019297545,0.0033333333333331883,-0.0033333333333334103,-0.0008002573952400338,-0.004218644579864095,0.008769194424757654,0.04146589340740814,0.00483230555484937,0.0033333333333331883,0.07419219220384943,0.039246638699305225,-1.1102230246251565e-16,0.10176284914620737,0.018831024586929535,0.013868489570335152,0.07071598248101008,0.06043397564169817,0.014570055727382125,0.0015355417529330229,0.03538007047361236,0.0,-0.004133590728573444,0.0015355417529329118,0.025383497935308363,-0.002733495603388869,0.010511195387346017,-0.0010492029551190107,0.0033333333333331883,0.0,0.004133590728573333,-0.0017977915804003874,0.0033629237119082722,-1.1102230246251565e-16,0.06575336781164409,0.015866409271426574,-0.017691662630279104,0.0023647775855584197,-0.0248458580498232,0.045885210438735835,0.015085095827488515,-0.0017977915804002764,0.022717048384779948,0.011543563234492682,0.018541845540687607,-1.1102230246251565e-16,0.003238732260375632,0.001615347508957088,0.02620157027320058,0.002594621513944184,0.0008620875574116837,0.0024028127488531226,-0.00666666666666671,-1.1102230246251565e-16,-7.431611837971364e-05,0.0033333333333331883,1
0.008221668375973046,0.0023357991481730567,0.004655063652557856,-0.02420790684695301,-0.012921844378958436,0.0,-0.0030710835058660457,-0.006666666666666654,0.010304540412019059,-0.017528754224078458,-0.006666666666666654,0.006236118486664499,0.011797791580400285,-0.002700898276280672,0.006128659098893985,0.0015355417529330784,-0.010854584673564815,-0.006666666666666654,5.551115123125783e-17,-0.004868875086266378,-5.551115123125783e-17,-0.026449929920373094,0.006708752286144315,0.029569451819997872,0.004995678285985072,0.01686365887026603,0.004794558967886664,0.0003047361776909452,0.006592350548286996,5.551115123125783e-17,0.004088253047579038,-0.0035241183731914982,-0.01290134469904547,0.0219436031637793,-0.0025946215139442397,-0.006666666666666654,-5.551115123125783e-17,-0.016655217065566497,0.02862885312355823,0.005545754421598992,-0.007466924061906632,-0.007880937598120474,0.000664395701009457,-0.007897472241908843,0.005131124913733631,-0.002335799148173112,-0.004133590728573333,0.0015355417529331339,-0.0014930554027093867,-0.0022742535723221935,0.008263753995450596,0.04649836831413179,0.0,0.012702365488035716,-0.0019928561530364597,-0.003407649451713013,0.007725746427677815,-0.007204674234439434,-0.005794944483817621,-0.003333333333333355,5.551115123125783e-17,-0.008004931629679468,0.0017977915804002764,-0.002766347328175156,-0.005131124913733576,0.012561769789157906,0.0009975341851602981,0.00805357618284036,0.003333333333333355,0.0023976293103448176,-0.01274952809806601,1
-0.0038196721311473114,0.020962994758707887,0.0017977915804002764,0.0,0.0,-0.0023976293103448176,0.0,0.008940920238988959,-0.006940366095233963,0.06055545607830748,-0.0009975341851602426,2.220446049250313e-16,1.1102230246251565e-16,-0.0015355417529330229,0.005131124913733576,0.006666666666666821,0.0022055221998740215,0.0015355417529331339,0.0033333333333335213,0.023050126550040684,-0.0017977915804001654,-0.016404416839199465,0.04439478180870948,0.0,0.0033333333333334103,0.056021440052109184,0.021969517394631266,0.0,0.0005998377299445412,0.008030482605368872,0.018391746631706285,0.04622095107893387,0.028516821403183124,-0.0033333333333332993,0.0002622498274673646,0.0011378452977173215,0.0036698992791802665,-0.0009975341851601316,-0.004130163266877318,0.0033333333333334103,0.006329812144487801,-0.0033333333333332993,0.022102527758091184,0.0015355417529331339,0.018123349516664056,0.03185102239990978,-0.0025330759380931545,0.010232622126534419,0.019772483567957133,0.09674692101646165,0.01873524154677475,-0.026958916888149664,0.00279532576556063,0.0007387118193892261,0.0013022703628512433,0.0017977915804003874,0.0,0.006666666666666821,0.0007968299335441298,0.005342994180129401,-0.0014612256345531982,-0.007405378486055603,0.0015355417529331339,0.0021849332568543156,0.03692356226684124,0.06487302393826977,1.1102230246251565e-16,0.004868875086266433,0.0036380695110243,1.1102230246251565e-16,0.010735284357693109,1
0.0,-0.005131124913733687,-5.551115123125783e-17,0.0,0.0011653565233475383,-0.006099680661508566,0.007466924061906632,0.009044551434317316,-0.012264372894162046,0.010225362683701944,-0.01513112491373364,-0.008292732432836014,-0.00666666666666671,0.0028521457652473936,-0.008202208419599732,0.0,0.003333333333333355,0.0,-0.02821132616986577,0.004564138908575488,-0.00900246581483971,-0.002594621513944184,0.011797791580400258,-0.03157844042955832,0.004868875086266433,-0.0017977915804002764,-0.021782159816469138,-0.008542939197452193,0.022737098883459872,0.005623218669586649,0.00822166837597299,0.005131124913733576,-0.006666666666666654,0.008522576361221806,-0.0012308055752421332,0.003333333333333355,0.0,0.0,0.0,0.0018561966027607069,0.0,0.0,-5.551115123125783e-17,-0.00895695273366609,-0.023292403604719458,-0.03154783085640239,-0.0015355417529330784,-0.0343049158120583,0.025669132481506374,0.006928916494133852,0.007739054567534015,0.031032876062266596,0.0,-0.05151718676294814,0.005730962643678172,0.012594780390454613,0.0022701765126006967,0.0,-0.006245753112101793,0.0,-0.0021239298817773977,0.009369032154702334,-0.001797791580400332,-0.006592350548286996,-0.03551657853311635,0.0,0.006232691024968429,0.0,-0.016273931057578406,0.0004920937558530181,-0.003333333333333355,0
-0.0015355417529330784,-0.028571964207478373,0.007972364491214023,-0.00846445824706693,0.012795325765560639,0.00666666666666671,0.0017977915804002764,5.551115123125783e-17,-0.06531848249189592,-0.013438895094304515,0.006666666666666654,-0.014355961961754815,-0.001043047266333863,0.0012094034515560126,-0.0025330759380932655,-0.005131124913733631,-0.011326929146595166,0.0021025277580912216,0.0033333333333334103,0.0070399733112627705,0.0004696069866970687,-0.010262249827467262,0.004868875086266489,0.0033333333333334103,-0.00440934846887886,-0.002598048975640199,-0.003136056543413035,-0.0033333333333332993,-0.0015355417529329674,0.005131124913733631,0.0015355417529331339,-0.011797791580400285,-0.010630227043814833,-0.001797791580400332,0.0030710835058661567,0.020278506670810326,-3.142875375172771e-06,0.0,-0.030919064099759586,0.0,-0.004868875086266378,0.0025980489756403102,0.005561673093735842,-0.02511783315787558,-0.0006638195700840455,-0.025509581948204185,-0.016184894682481576,-0.0017688131430148024,0.004088789548987004,-0.0031259761741034287,-0.003333333333333355,-0.005633521998983593,-0.006666666666666654,-0.004088077647399768,-0.01769339463274827,-0.010411004595071993,-0.0023357991481730567,0.006564958516349473,-0.0008002573952399228,0.006666666666666654,-0.009540473382612491,0.001797791580400332,0.003919862923421613,-0.010000000000000009,-0.0023389727827711204,-0.001797791580400221,-0.0027468037432449854,0.00666666666666671,0.001797791580400332,0.0017977915804002764,-0.00016821472397804405,0
